CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue
721243083,Attrited Customer,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,0.99819,0.00181217,Involuntary,82248,6854.0,35.13276918587686,Low Risk,672.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,672.0,Baa,good,good,531.6
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068,0.9933,0.0067,Involuntary,113640,9470.0,24.931362196409715,Low Risk,472.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,472.0,Ca,good,good,522.2
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461,43,0.536,0.067,0.99788,0.0021218,Involuntary,164278,13689.833333333334,16.778874834122647,Low Risk,689.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,689.0,Baa,good,good,509.40000000000003
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,0.876,8045,71,0.868,0.066,0.99639,0.00361254,Voluntary,84487,7040.583333333333,32.55412075230509,Low Risk,713.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,713.0,A,good,good,508.40000000000003
710047533,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,0.978,8614,63,0.75,0.064,0.99724,0.00275658,Involuntary,86769,7230.75,30.439442658092176,Low Risk,558.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,558.0,B,bad,bad,490.20000000000005
797491683,Attrited Customer,45,M,5,,Married,$80K - $120K,Silver,39,2,2,3,34516.0,1964,32552.0,0.624,2234,49,0.361,0.057,0.99493,0.00507,Involuntary,82561,6880.083333333333,28.546165865239036,Low Risk,556.0,1,2,2023-09-20 22:36:53.078494,894.06,No,0,556.0,B,good,good,442.8
789684258,Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,2,3,3,34516.0,1847,32669.0,0.557,7842,61,0.794,0.054,0.9969,0.00309859,Involuntary,80619,6718.25,27.492278495143825,Low Risk,594.0,1,5,2024-12-14 22:36:53.078539,1522.58,No,0,594.0,B,bad,bad,419.40000000000003
716124408,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22,2,2,3,34516.0,1692,32824.0,0.983,7486,64,0.73,0.049,0.99549,0.00451271,Voluntary,194981,16248.416666666666,10.413322323713594,Low Risk,826.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,826.0,Aaa,good,good,388.40000000000003
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.0,1477,33039.0,0.324,1868,40,0.212,0.043,0.99686,0.00313909,Involuntary,194194,16182.833333333334,9.126955518708096,Low Risk,562.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,412.0,Ca,bad,bad,345.40000000000003
807393558,Attrited Customer,51,M,4,,Single,$120K +,Silver,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,0.581,0.037,0.99684,0.00316259,Involuntary,184738,15394.833333333334,8.307982115211814,Low Risk,547.0,1,3,2024-12-14 22:36:53.078921,5280.95,No,0,547.0,Caa,good,good,305.8
716425833,Attrited Customer,38,M,2,Graduate,Single,$120K +,Blue,36,5,2,1,34516.0,1229,33287.0,0.427,1797,35,0.296,0.036,0.98564,0.01436,Involuntary,139694,11641.166666666666,10.557361089237906,Low Risk,590.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,590.0,B,good,good,295.8
720598308,Attrited Customer,47,M,4,Uneducated,Single,$120K +,Blue,37,3,2,6,34516.0,1126,33390.0,0.575,1736,35,0.4,0.033,0.99907,0.0009337,Voluntary,144734,12061.166666666666,9.335746956485691,Low Risk,842.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,842.0,Aaa,good,good,275.20000000000005
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516.0,1104,33412.0,0.591,1989,47,0.741,0.032,0.99555,0.00445417,Involuntary,103441,8620.083333333334,12.80730078015487,Low Risk,591.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,441.0,Ca,bad,bad,270.8
718304583,Attrited Customer,43,M,2,,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,0.99563,0.00437002,Involuntary,67280,5606.666666666667,19.35196195005945,Low Risk,588.0,1,5,2022-04-24 22:36:53.079036,9358.53,Yes,1,438.0,Ca,bad,bad,267.0
819943458,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,52,6,4,3,34516.0,1000,33516.0,0.694,1777,37,0.542,0.029,0.99737,0.0026282,Involuntary,186543,15545.25,6.432833180553545,Low Risk,477.0,1,3,2022-05-13 22:36:53.079088,19253.04,No,0,477.0,Ca,bad,bad,250.0
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516.0,989,33527.0,1.021,4810,55,0.341,0.029,0.9921,0.0079,Voluntary,93448,7787.333333333333,12.70011129184145,Low Risk,665.0,1,2,2024-02-08 22:36:53.079098,3526.66,No,0,665.0,Baa,good,good,247.8
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516.0,825,33691.0,0.616,2022,52,0.733,0.024,0.99452,0.00548,Involuntary,106052,8837.666666666666,9.335043186361409,Low Risk,491.0,1,1,2024-05-30 22:36:53.079183,5862.94,No,0,491.0,Ca,bad,bad,215.0
713242383,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,19,2,1,2,34516.0,796,33720.0,0.841,7721,75,0.667,0.023,0.98083,0.01917,Involuntary,193107,16092.25,4.946480448663176,Low Risk,673.0,1,4,2023-10-27 22:36:53.079203,6108.48,No,0,673.0,Baa,good,good,209.20000000000002
715319958,Attrited Customer,48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,0.99714,0.00286097,Involuntary,139044,11587.0,6.792094588763269,Low Risk,548.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,398.0,C,bad,bad,207.4
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516.0,781,33735.0,0.803,853,12,0.091,0.023,0.98971,0.01029,Voluntary,92596,7716.333333333333,10.121387532938789,Low Risk,573.0,1,3,2022-06-09 22:36:53.079213,5869.76,No,0,573.0,B,good,good,206.20000000000002
708948483,Attrited Customer,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022,0.99026,0.00974,Involuntary,107425,8952.083333333334,8.500814521759366,Low Risk,510.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,510.0,Caa,good,good,202.20000000000002
718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022,0.99389,0.00611,Involuntary,103017,8584.75,8.748070706776552,Low Risk,572.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,572.0,B,good,good,200.20000000000002
811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516.0,687,33829.0,1.015,4822,57,0.295,0.02,0.99714,0.00286013,Involuntary,76215,6351.25,10.816768352686479,Low Risk,513.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,513.0,Caa,bad,bad,187.4
712895733,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1.077,0.017,0.99487,0.00513,Voluntary,91982,7665.166666666667,7.462329586223391,Low Risk,574.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,574.0,B,good,good,164.4
716863458,Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016,0.99646,0.00354449,Involuntary,102647,8553.916666666666,6.651923582764232,Low Risk,480.0,1,3,2023-05-24 22:36:53.079246,10678.36,No,0,480.0,Ca,good,good,163.8
758753283,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516.0,550,33966.0,0.674,7341,71,0.732,0.016,0.9978,0.00219584,Involuntary,150488,12540.666666666666,4.38573175269789,Low Risk,530.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,530.0,Caa,bad,bad,160.0
754443033,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013,0.99612,0.0038814,Involuntary,103631,8635.916666666666,5.002364157443236,Low Risk,688.0,1,2,2022-08-07 22:36:53.079267,16408.95,No,0,688.0,Baa,good,good,136.4
714145233,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012,0.99331,0.00669,Voluntary,87526,7293.833333333333,5.484084729109065,Low Risk,676.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,676.0,Baa,good,good,130.0
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012,0.98369,0.01631,Involuntary,157054,13087.833333333334,3.0486329542705053,Low Risk,650.0,1,5,2022-01-24 22:36:53.079277,1674.2,No,0,650.0,Baa,good,good,129.8
715830558,Attrited Customer,50,M,2,Uneducated,,$120K +,Blue,38,6,2,1,34516.0,397,34119.0,0.914,7454,81,0.841,0.012,0.98603,0.01397,Involuntary,166715,13892.916666666666,2.8575713043217466,Low Risk,459.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,459.0,Ca,good,good,129.4
757291008,Attrited Customer,46,M,4,,Married,$80K - $120K,Blue,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008,0.9952,0.00479863,Involuntary,98341,8195.083333333334,3.5265047131918523,Low Risk,457.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,457.0,Ca,good,good,107.80000000000001
813053733,Attrited Customer,53,M,4,,Single,$120K +,Blue,48,3,3,4,34516.0,278,34238.0,0.817,3029,49,0.4,0.008,0.99832,0.00167742,Voluntary,179003,14916.916666666666,1.8636559163812898,Low Risk,783.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,783.0,Aa,good,good,105.6
712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K,Silver,42,6,4,2,34516.0,230,34286.0,1.004,8629,65,0.548,0.007,0.99517,0.00483011,Involuntary,99472,8289.333333333334,2.7746501528068195,Low Risk,598.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,598.0,B,good,good,96.0
718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,0.482,1882,48,0.714,0.006,0.99807,0.00193323,Involuntary,180288,15024.0,1.457667731629393,Low Risk,654.0,1,4,2021-12-26 22:36:53.079288,7444.93,No,0,654.0,Baa,good,good,93.80000000000001
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39,5,3,3,34516.0,216,34300.0,0.556,2395,47,0.306,0.006,0.99605,0.00394582,Involuntary,182597,15216.416666666666,1.419519488271987,Low Risk,508.0,1,2,2023-09-14 22:36:53.079298,4403.1,No,0,508.0,Caa,good,good,93.2
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,0.006,0.9979,0.00209822,Voluntary,85189,7099.083333333333,3.014473699656059,Low Risk,758.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,758.0,Aa,good,good,92.80000000000001
712030833,Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,0.99823,0.00177065,Involuntary,70631,5885.916666666667,0.0,Low Risk,627.0,1,3,2023-10-23 22:36:53.079308,7478.61,No,0,627.0,Ba,good,good,50.0
809951133,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516.0,0,34516.0,1.203,2115,24,0.263,0.0,0.99485,0.00515,Involuntary,195728,16310.666666666666,0.0,Low Risk,646.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,646.0,Ba,bad,bad,50.0
713206683,Attrited Customer,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516.0,0,34516.0,0.64,1028,26,0.3,0.0,0.98874,0.01126,Involuntary,88480,7373.333333333333,0.0,Low Risk,647.0,1,1,2020-08-22 22:36:53.079339,6537.85,No,0,647.0,Ba,good,good,50.0
790145733,Attrited Customer,40,M,3,College,Single,$80K - $120K,Silver,33,1,3,4,34516.0,0,34516.0,0.927,1112,26,0.368,0.0,0.99788,0.00212041,Voluntary,86198,7183.166666666667,0.0,Low Risk,642.0,1,3,2022-06-04 22:36:53.079360,13949.27,No,0,642.0,Ba,good,good,50.0
791856033,Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0,0.99835,0.00164579,Involuntary,91556,7629.666666666667,0.0,Low Risk,479.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,329.0,C,bad,bad,50.0
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,6,2,4,34516.0,0,34516.0,0.539,1661,40,0.6,0.0,0.99695,0.00305189,Involuntary,110171,9180.916666666666,0.0,Low Risk,672.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,672.0,Baa,good,good,50.0
715570533,Attrited Customer,48,M,3,Post-Graduate,,$120K +,Blue,35,2,2,6,34516.0,0,34516.0,0.464,1632,44,0.333,0.0,0.99918,0.00082469,Involuntary,139797,11649.75,0.0,Low Risk,594.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,594.0,B,bad,bad,50.0
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516.0,0,34516.0,0.521,1641,35,0.591,0.0,0.99904,0.00095977,Voluntary,141219,11768.25,0.0,Low Risk,643.0,1,2,2021-02-07 22:36:53.079390,10606.47,No,0,643.0,Ba,good,good,50.0
779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516.0,0,34516.0,0.321,1480,37,0.276,0.0,0.99417,0.00583,Involuntary,133522,11126.833333333334,0.0,Low Risk,652.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,652.0,Baa,good,good,50.0
711205758,Attrited Customer,45,M,3,College,Single,$80K - $120K,Silver,33,1,3,3,34516.0,0,34516.0,1.492,2534,43,0.433,0.0,0.99639,0.00361221,Involuntary,88038,7336.5,0.0,Low Risk,469.0,1,2,2023-11-10 22:36:53.079412,2909.41,No,0,469.0,Ca,good,good,50.0
719874633,Attrited Customer,44,M,1,High School,,$80K - $120K,Gold,36,2,2,3,34516.0,0,34516.0,0.596,1891,34,0.214,0.0,0.99506,0.00494341,Involuntary,83550,6962.5,0.0,Low Risk,497.0,1,2,2021-05-12 22:36:53.079422,15184.08,Yes,1,347.0,C,bad,bad,50.0
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516.0,0,34516.0,0.688,2427,51,0.645,0.0,0.99671,0.00329379,Voluntary,117853,9821.083333333334,0.0,Low Risk,774.0,1,5,2021-08-29 22:36:53.079443,11977.51,Yes,1,624.0,Ba,bad,bad,50.0
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0,0,34516.0,0.671,1626,28,0.4,0.0,0.99802,0.00198404,Involuntary,101514,8459.5,0.0,Low Risk,650.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,650.0,Baa,bad,bad,50.0
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0,0.98167,0.01833,Involuntary,178750,14895.833333333334,0.0,Low Risk,579.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,579.0,B,bad,bad,50.0
713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516.0,0,34516.0,0.517,2020,33,0.375,0.0,0.99819,0.00181217,Involuntary,161206,13433.833333333334,0.0,Low Risk,486.0,1,1,2023-12-02 22:36:53.079453,18725.81,No,0,486.0,Ca,bad,bad,50.0
779931783,Attrited Customer,52,M,2,High School,Single,$120K +,Blue,38,6,3,3,34516.0,0,34516.0,0.639,2213,47,0.382,0.0,0.99661,0.00338788,Voluntary,182310,15192.5,0.0,Low Risk,829.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,829.0,Aaa,good,good,50.0
808747233,Attrited Customer,50,M,2,Doctorate,Married,$120K +,Silver,45,6,3,3,34516.0,0,34516.0,0.771,2573,55,0.719,0.0,0.99748,0.00252095,Involuntary,167684,13973.666666666666,0.0,Low Risk,578.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,428.0,Ca,bad,bad,50.0
719516208,Attrited Customer,54,M,2,College,Single,$120K +,Blue,36,3,2,3,34516.0,0,34516.0,0.628,2329,47,0.516,0.0,0.99466,0.00534,Involuntary,171546,14295.5,0.0,Low Risk,581.0,1,2,2023-11-27 22:36:53.079463,19140.84,No,0,581.0,B,good,good,50.0
710410158,Attrited Customer,49,M,2,Graduate,,$80K - $120K,Blue,38,3,4,3,34516.0,0,34516.0,0.482,1592,35,0.346,0.0,0.99727,0.00272694,Involuntary,102901,8575.083333333334,0.0,Low Risk,549.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,549.0,Caa,bad,bad,50.0
711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516.0,0,34516.0,0.965,4734,57,0.541,0.0,0.98576,0.01424,Voluntary,165309,13775.75,0.0,Low Risk,560.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,560.0,B,good,good,50.0
780450708,Attrited Customer,58,M,1,College,Single,$120K +,Silver,45,1,3,2,34516.0,0,34516.0,0.964,4864,48,0.548,0.0,0.9933,0.0067,Involuntary,158910,13242.5,0.0,Low Risk,503.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,353.0,C,bad,bad,50.0
714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1.038,4863,56,0.474,0.0,0.99,0.01,Involuntary,194386,16198.833333333334,0.0,Low Risk,571.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,571.0,B,good,good,50.0
717696333,Attrited Customer,44,M,4,,Married,$120K +,Blue,36,4,3,3,34516.0,0,34516.0,1.043,5425,60,0.875,0.0,0.99714,0.00285845,Involuntary,151137,12594.75,0.0,Low Risk,474.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,324.0,C,bad,bad,50.0
718353633,Attrited Customer,50,M,1,Post-Graduate,,$80K - $120K,Gold,36,2,3,2,34516.0,0,34516.0,1.032,5547,75,0.744,0.0,0.99565,0.00434923,Voluntary,119068,9922.333333333334,0.0,Low Risk,561.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,561.0,B,good,good,50.0
718113633,Attrited Customer,41,M,3,Uneducated,Married,$120K +,Blue,36,1,2,3,34516.0,0,34516.0,0.377,5603,56,0.244,0.0,0.99513,0.00487126,Involuntary,133617,11134.75,0.0,Low Risk,580.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,580.0,B,good,good,50.0
718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K,Silver,29,2,3,6,34516.0,0,34516.0,0.434,3526,53,0.828,0.0,0.99933,0.00067247,Involuntary,88906,7408.833333333333,0.0,Low Risk,458.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,458.0,Ca,good,good,50.0
720353808,Attrited Customer,34,M,3,High School,,$80K - $120K,Silver,21,1,2,3,34516.0,0,34516.0,0.794,9177,50,1.083,0.0,0.9943,0.0057,Involuntary,89935,7494.583333333333,0.0,Low Risk,663.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,513.0,Caa,bad,bad,50.0
715645908,Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,48,5,2,6,34516.0,0,34516.0,0.969,8480,71,0.821,0.0,0.99895,0.00104747,Voluntary,90870,7572.5,0.0,Low Risk,584.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,584.0,B,good,good,50.0
710980383,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0,0.9943,0.0057,Involuntary,103070,8589.166666666666,0.0,Low Risk,664.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,664.0,Baa,good,good,50.0
826245858,Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,40,3,4,6,34516.0,0,34516.0,0.801,7661,79,1.079,0.0,0.99942,0.00058361,Involuntary,109020,9085.0,0.0,Low Risk,653.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,653.0,Baa,good,good,50.0
768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0,0.99938,0.00061727,Involuntary,145376,12114.666666666666,0.0,Low Risk,651.0,1,5,2022-07-21 22:36:53.079494,12605.58,No,0,651.0,Baa,good,good,50.0
714136233,Attrited Customer,53,M,4,Graduate,Married,$120K +,Blue,38,5,2,3,34516.0,0,34516.0,0.854,8417,72,0.714,0.0,0.99504,0.00495524,Voluntary,188645,15720.416666666666,0.0,Low Risk,777.0,1,2,2024-10-18 22:36:53.079505,8472.49,No,0,777.0,Aa,good,good,50.0
712766208,Attrited Customer,45,M,5,Uneducated,Single,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,0.732,8603,84,0.615,0.0,0.98504,0.01496,Involuntary,183235,15269.583333333334,0.0,Low Risk,483.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,483.0,Ca,bad,bad,50.0
716644008,Attrited Customer,55,M,3,Graduate,Single,$120K +,Silver,36,4,3,4,34516.0,0,34516.0,1.007,9931,70,0.75,0.0,0.99794,0.00206163,Involuntary,170276,14189.666666666666,0.0,Low Risk,492.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,342.0,C,bad,bad,50.0
708564858,Attrited Customer,33,M,2,College,Married,$120K +,Gold,20,2,1,4,34516.0,0,34516.0,1.004,9338,73,0.622,0.0,0.99438,0.00562,Involuntary,160764,13397.0,0.0,Low Risk,523.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,523.0,Caa,bad,bad,50.0
