CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue
714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,34516.0,2517,31999.0,0.376,1789.0,48.0,0.455,0.073,0.99686,0.00313909,Involuntary,104000.0,8666.666666666666,29.042307692307695,Low Risk,526.0,0,0,,0.0,No,0,526.0,Caa,good,good,553.4000000000001
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0,2517,31999.0,0.7,2376.0,55.0,0.486,0.073,0.99832,0.00167742,Involuntary,155296.0,12941.333333333334,19.449309705336905,Low Risk,450.0,1,4,2024-02-04 22:37:53.620727,1134.33,No,0,450.0,Ca,good,good,553.4000000000001
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516.0,2517,31999.0,0.553,2260.0,50.0,0.786,0.073,0.99167,0.00833,Involuntary,128445.0,10703.75,23.515123204484407,Low Risk,637.0,0,0,,0.0,Yes,1,487.0,Ca,bad,bad,553.4000000000001
710662158,Existing Customer,41,M,4,Unknown,Married,$120K +,Blue,34,1,3,3,34516.0,2517,31999.0,0.434,2051.0,41.0,1.05,0.073,0.00034872,0.99965,Existing Customer,186672.0,15556.0,16.18025199280021,Low Risk,571.0,0,0,,0.0,No,0,571.0,B,good,good,553.4000000000001
708672708,Existing Customer,49,M,4,High School,Unknown,$80K - $120K,Blue,31,2,3,3,34516.0,2517,31999.0,0.71,3990.0,65.0,1.031,0.073,0.00030842,0.99969,Existing Customer,105131.0,8760.916666666666,28.72987035222722,Low Risk,664.0,0,0,,0.0,No,0,664.0,Baa,good,good,553.4000000000001
789363408,Existing Customer,44,M,3,High School,Married,$120K +,Silver,34,3,1,2,34516.0,2517,31999.0,0.814,7427.0,83.0,0.566,0.073,5.02e-05,0.99995,Existing Customer,189976.0,15831.333333333334,15.898850381100772,Low Risk,780.0,0,0,,0.0,No,0,780.0,Aa,good,good,553.4000000000001
718665933,Existing Customer,43,M,3,Unknown,Divorced,$120K +,Blue,30,3,1,2,34516.0,2517,31999.0,0.77,7437.0,86.0,0.623,0.073,6.28e-05,0.99994,Existing Customer,142515.0,11876.25,21.19355857278181,Low Risk,537.0,0,0,,0.0,No,0,537.0,Caa,good,good,553.4000000000001
809464608,Attrited Customer,47,F,3,High School,Married,Unknown,Silver,31,3,3,2,34516.0,2517,31999.0,0.618,2691.0,42.0,0.5,0.073,0.99394,0.00606,Voluntary,,,,High Risk,654.0,0,0,,0.0,No,0,654.0,Baa,good,good,553.4000000000001
719178183,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516.0,2517,31999.0,0.759,8186.0,85.0,0.635,0.073,0.00027334,0.99973,Existing Customer,87827.0,7318.916666666667,34.3903355460166,Low Risk,822.0,1,2,2024-09-09 22:37:53.620747,11352.7,No,0,822.0,Aaa,good,good,553.4000000000001
716704158,Existing Customer,50,M,1,Doctorate,Married,$120K +,Blue,39,2,3,2,34516.0,2517,31999.0,0.778,8087.0,86.0,0.509,0.073,0.00024431,0.99976,Existing Customer,189670.0,15805.833333333334,15.92450044814678,Low Risk,549.0,1,2,2025-03-30 22:37:53.620798,4555.85,Yes,1,399.0,C,bad,bad,553.4000000000001
714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516.0,2517,31999.0,0.703,7640.0,87.0,0.582,0.073,0.00036164,0.99964,Existing Customer,106392.0,8866.0,28.38935258290097,Low Risk,809.0,0,0,,0.0,No,0,809.0,Aaa,good,good,553.4000000000001
711436983,Existing Customer,57,M,3,Unknown,Single,$120K +,Silver,49,1,2,1,34516.0,2517,31999.0,0.693,8596.0,102.0,0.672,0.073,7.07e-05,0.99993,Existing Customer,167427.0,13952.25,18.040101058968983,Low Risk,601.0,1,1,2024-10-28 22:37:53.620842,5084.96,No,0,601.0,Ba,good,good,553.4000000000001
714391683,Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,36,4,3,2,34516.0,2517,31999.0,0.841,8248.0,66.0,0.65,0.073,0.99583,0.00416767,Involuntary,79918.0,6659.833333333333,37.7937385820466,Medium Risk,505.0,0,0,,0.0,Yes,1,355.0,C,bad,bad,553.4000000000001
713390433,Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516.0,2517,31999.0,0.579,6782.0,67.0,0.763,0.073,0.99537,0.00462792,Involuntary,66890.0,5574.166666666667,45.154731648975925,Medium Risk,484.0,1,4,2024-09-03 22:37:53.620863,3636.41,Yes,1,334.0,C,bad,bad,553.4000000000001
715321008,Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,36,6,3,3,34516.0,2517,31999.0,1.052,7866.0,63.0,0.75,0.073,0.997,0.00299743,Involuntary,142464.0,11872.0,21.201145552560646,Low Risk,561.0,1,4,2023-05-06 22:37:53.620882,15359.42,No,0,561.0,B,good,good,553.4000000000001
712841883,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,3,2,34516.0,2517,31999.0,0.735,7155.0,66.0,0.65,0.073,0.99394,0.00606,Voluntary,87439.0,7286.583333333333,34.54293850570112,Low Risk,660.0,0,0,,0.0,No,0,660.0,Baa,good,good,553.4000000000001
710178558,Attrited Customer,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516.0,2517,31999.0,0.956,9314.0,89.0,0.978,0.073,0.99943,0.00056902,Involuntary,77976.0,6498.0,38.73499538319483,Medium Risk,479.0,0,0,,0.0,No,0,479.0,Ca,good,good,553.4000000000001
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516.0,2488,32028.0,0.552,4401.0,87.0,0.776,0.072,6.08e-05,0.99994,Existing Customer,88261.0,7355.083333333333,33.82694508333239,Low Risk,580.0,0,0,,0.0,No,0,580.0,B,good,good,547.6
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516.0,2452,32064.0,0.707,7111.0,82.0,0.608,0.071,0.00016883,0.99983,Existing Customer,144547.0,12045.583333333334,20.356008772233253,Low Risk,599.0,0,0,,0.0,No,0,599.0,B,good,good,540.4000000000001
712268808,Existing Customer,55,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516.0,2443,32073.0,0.827,8765.0,105.0,0.721,0.071,0.00018141,0.99982,Existing Customer,128864.0,10738.666666666666,22.74956543332506,Low Risk,758.0,0,0,,0.0,No,0,758.0,Aa,good,good,538.6
709826058,Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,1,34516.0,2435,32081.0,0.732,1805.0,34.0,0.619,0.071,3.65e-05,0.99996,Existing Customer,119868.0,9989.0,24.37681449594554,Low Risk,707.0,1,3,2023-04-27 22:37:53.620898,511.95,No,0,707.0,A,good,good,537.0
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516.0,2435,32081.0,0.77,7758.0,98.0,0.719,0.071,0.00011075,0.99989,Existing Customer,182654.0,15221.166666666666,15.997459677860872,Low Risk,793.0,1,3,2020-10-18 22:37:53.620920,9060.19,No,0,793.0,Aa,good,good,537.0
715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516.0,2429,32087.0,0.742,3205.0,57.0,0.727,0.07,6.58e-05,0.99993,Existing Customer,74190.0,6182.5,39.288313788920334,Medium Risk,743.0,0,0,,0.0,No,0,743.0,A,good,good,535.8
770560683,Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,34516.0,2417,32099.0,0.947,13021.0,117.0,0.625,0.07,0.00011731,0.99988,Existing Customer,168365.0,14030.416666666666,17.226858313782557,Low Risk,835.0,0,0,,0.0,No,0,835.0,Aaa,good,good,533.4000000000001
721243083,Attrited Customer,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187.0,40.0,0.6,0.07,0.99819,0.00181217,Involuntary,84369.0,7030.75,34.24954663442733,Low Risk,503.0,0,0,,0.0,No,0,503.0,Caa,good,good,531.6
712407033,Existing Customer,26,F,0,Uneducated,Unknown,Unknown,Silver,13,1,2,3,34516.0,2403,32113.0,0.623,4174.0,59.0,0.735,0.07,0.00015262,0.99985,Existing Customer,,,,High Risk,641.0,0,0,,0.0,No,0,641.0,Ba,good,good,530.6
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,6,2,4,34516.0,2398,32118.0,0.917,4976.0,88.0,0.692,0.069,0.00029507,0.9997,Existing Customer,156912.0,13076.0,18.338941572346286,Low Risk,726.0,0,0,,0.0,No,0,726.0,A,good,good,529.6
718851783,Existing Customer,49,M,1,High School,Married,$80K - $120K,Silver,37,4,3,2,34516.0,2386,32130.0,0.698,3924.0,65.0,0.512,0.069,0.0001483,0.99985,Existing Customer,103311.0,8609.25,27.714376978250137,Low Risk,610.0,0,0,,0.0,No,0,610.0,Ba,good,good,527.2
811793433,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516.0,2381,32135.0,0.748,15071.0,103.0,0.717,0.069,5.16e-05,0.99995,Existing Customer,,,,High Risk,763.0,1,5,2024-06-16 22:37:53.620948,2193.99,No,0,763.0,Aa,good,good,526.2
709912683,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390.0,77.0,0.604,0.069,6.65e-05,0.99993,Existing Customer,,,,High Risk,471.0,0,0,,0.0,No,0,471.0,Ca,good,good,524.8
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853.0,36.0,0.385,0.068,0.9933,0.0067,Involuntary,92509.0,7709.083333333333,30.626209341793775,Low Risk,485.0,0,0,,0.0,No,0,485.0,Ca,bad,bad,522.2
709066983,Existing Customer,50,M,4,High School,Married,$120K +,Blue,41,2,2,2,34516.0,2353,32163.0,0.667,15214.0,129.0,0.675,0.068,0.00011604,0.99988,Existing Customer,130848.0,10904.0,21.579236977256052,Low Risk,702.0,0,0,,0.0,No,0,702.0,A,good,good,520.6
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35,5,1,2,34516.0,2332,32184.0,0.8,4587.0,82.0,0.745,0.068,4.15e-05,0.99996,Existing Customer,130788.0,10899.0,21.396458390678045,Low Risk,685.0,0,0,,0.0,No,0,685.0,Baa,good,good,516.4000000000001
720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516.0,2330,32186.0,0.693,7635.0,75.0,0.667,0.068,3.83e-05,0.99996,Existing Customer,82234.0,6852.833333333333,34.00053505849162,Low Risk,794.0,0,0,,0.0,No,0,794.0,Aa,good,good,516.0
713671158,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,2,3,1,34516.0,2328,32188.0,0.855,15754.0,121.0,0.729,0.067,0.00011153,0.99989,Existing Customer,175630.0,14635.833333333334,15.906166372487615,Low Risk,498.0,0,0,,0.0,No,0,498.0,Ca,good,good,515.6
714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927.0,68.0,0.7,0.067,0.00069441,0.99931,Existing Customer,71915.0,5992.916666666667,38.66230967113954,Medium Risk,508.0,1,3,2022-05-18 22:37:53.620971,11271.3,No,0,508.0,Caa,good,good,513.4000000000001
716864733,Existing Customer,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,32201.0,0.599,1805.0,46.0,0.704,0.067,0.00027576,0.99972,Existing Customer,166912.0,13909.333333333334,16.643500766871163,Low Risk,619.0,1,1,2025-02-26 22:37:53.620996,7246.85,No,0,619.0,Ba,good,good,513.0
788890533,Existing Customer,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756.0,106.0,0.71,0.067,0.00013883,0.99986,Existing Customer,113405.0,9450.416666666666,24.390458974472025,Low Risk,637.0,0,0,,0.0,No,0,637.0,Ba,good,good,511.0
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461.0,43.0,0.536,0.067,0.99788,0.0021218,Voluntary,134276.0,11189.666666666666,20.527867973427867,Low Risk,726.0,1,3,2022-01-25 22:37:53.621015,1052.86,No,0,726.0,A,good,good,509.40000000000003
751166508,Existing Customer,57,M,3,Post-Graduate,Single,$80K - $120K,Blue,50,3,1,1,34516.0,2293,32223.0,0.799,14287.0,114.0,0.754,0.066,4.06e-05,0.99996,Existing Customer,104117.0,8676.416666666666,26.427960851734113,Low Risk,720.0,1,3,2024-11-29 22:37:53.621037,9489.0,No,0,720.0,A,good,good,508.6
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,0.876,8045.0,71.0,0.868,0.066,0.99639,0.00361254,Involuntary,110507.0,9208.916666666666,24.888921063824014,Low Risk,698.0,1,1,2025-05-07 22:37:53.621069,11626.42,Yes,1,548.0,Caa,bad,bad,508.40000000000003
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516.0,2276,32240.0,0.767,7485.0,90.0,0.552,0.066,7.01e-05,0.99993,Existing Customer,60496.0,5041.333333333333,45.146786564400955,Medium Risk,639.0,0,0,,0.0,No,0,639.0,Ba,good,good,505.20000000000005
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516.0,2274,32242.0,0.788,1795.0,47.0,0.679,0.066,0.00030842,0.99969,Existing Customer,164620.0,13718.333333333334,16.576357672214797,Low Risk,624.0,0,0,,0.0,No,0,624.0,Ba,good,good,504.8
826451433,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Silver,38,2,1,3,34516.0,2273,32243.0,0.86,8502.0,103.0,0.717,0.066,8.78e-05,0.99991,Existing Customer,88125.0,7343.75,30.951489361702127,Low Risk,500.0,0,0,,0.0,No,0,500.0,Caa,good,good,504.6
810347208,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330.0,31.0,0.722,0.066,0.00012303,0.99988,Existing Customer,161783.0,13481.916666666666,16.792864516049278,Low Risk,813.0,1,1,2023-03-29 22:37:53.621095,5329.25,No,0,813.0,Aaa,good,good,502.8
712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516.0,2253,32263.0,0.853,7836.0,93.0,0.603,0.065,6.69e-05,0.99993,Existing Customer,100638.0,8386.5,26.86460382758004,Low Risk,504.0,0,0,,0.0,No,0,504.0,Caa,good,good,500.6
715601808,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,41,4,2,3,34516.0,2253,32263.0,1.032,16692.0,131.0,0.795,0.065,0.00019864,0.9998,Existing Customer,130182.0,10848.5,20.767848089597642,Low Risk,693.0,0,0,,0.0,No,0,693.0,Baa,good,good,500.6
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516.0,2213,32303.0,0.584,4492.0,71.0,0.821,0.064,0.00020424,0.9998,Existing Customer,155024.0,12918.666666666666,17.130250799876148,Low Risk,769.0,0,0,,0.0,No,0,769.0,Aa,good,good,492.6
714465558,Existing Customer,41,M,4,Unknown,Married,$120K +,Silver,36,3,1,4,34516.0,2205,32311.0,0.897,15033.0,98.0,0.922,0.064,0.00016461,0.99984,Existing Customer,167073.0,13922.75,15.837388446966298,Low Risk,580.0,1,5,2020-10-28 22:37:53.621119,15427.48,Yes,1,430.0,Ca,bad,bad,491.0
713475633,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,34516.0,2203,32313.0,0.728,14204.0,96.0,0.92,0.064,0.00031018,0.99969,Existing Customer,137596.0,11466.333333333334,19.21276781301782,Low Risk,756.0,0,0,,0.0,No,0,756.0,Aa,good,good,490.6
710047533,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,0.978,8614.0,63.0,0.75,0.064,0.99724,0.00275658,Involuntary,116740.0,9728.333333333334,22.624635943121465,Low Risk,632.0,0,0,,0.0,No,0,632.0,Ba,good,good,490.20000000000005
719991783,Existing Customer,40,M,2,High School,Married,$80K - $120K,Silver,36,5,3,0,34516.0,2183,32333.0,0.739,3644.0,67.0,0.634,0.063,5.83e-05,0.99994,Existing Customer,105006.0,8750.5,24.947145877378436,Low Risk,584.0,0,0,,0.0,No,0,584.0,B,good,good,486.6
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234.0,23.0,1.875,0.063,0.00026573,0.99973,Existing Customer,84213.0,7017.75,31.02133874817427,Low Risk,470.0,0,0,,0.0,No,0,470.0,Ca,good,good,485.40000000000003
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,2174,32342.0,0.426,1616.0,50.0,0.515,0.063,3.32e-05,0.99997,Existing Customer,186541.0,15545.083333333334,13.98512927452946,Low Risk,778.0,0,0,,0.0,No,0,778.0,Aa,good,good,484.8
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,2165,32351.0,0.837,1672.0,32.0,0.524,0.063,0.00018494,0.99982,Existing Customer,88111.0,7342.583333333333,29.48553529071285,Low Risk,616.0,1,4,2023-07-07 22:37:53.621145,7735.45,No,0,616.0,Ba,good,good,483.0
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +,Blue,49,2,2,2,34516.0,2156,32360.0,0.698,8766.0,78.0,0.814,0.062,9.5e-05,0.99991,Existing Customer,131919.0,10993.25,19.61203465763082,Low Risk,723.0,0,0,,0.0,No,0,723.0,A,good,good,481.20000000000005
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,3,3,34516.0,2136,32380.0,0.849,14667.0,119.0,0.75,0.062,0.00028105,0.99972,Existing Customer,89054.0,7421.166666666667,28.782536438565366,Low Risk,837.0,0,0,,0.0,Yes,1,687.0,Baa,bad,bad,477.20000000000005
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516.0,2135,32381.0,0.488,3514.0,63.0,0.703,0.062,0.00012982,0.99987,Existing Customer,114554.0,9546.166666666666,22.364998166803428,Low Risk,538.0,0,0,,0.0,No,0,538.0,Caa,good,good,477.0
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,3,1,3,34516.0,2129,32387.0,0.587,1463.0,38.0,0.583,0.062,9.61e-05,0.9999,Existing Customer,174017.0,14501.416666666666,14.681324238436474,Low Risk,765.0,0,0,,0.0,No,0,765.0,Aa,good,good,475.8
817908783,Existing Customer,44,M,3,Unknown,Single,$120K +,Silver,39,2,3,1,34516.0,2123,32393.0,0.801,14242.0,107.0,0.551,0.062,0.0001118,0.99989,Existing Customer,183680.0,15306.666666666666,13.869773519163765,Low Risk,463.0,0,0,,0.0,No,0,463.0,Ca,good,good,474.6
789289383,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516.0,2120,32396.0,0.9,14626.0,97.0,0.644,0.061,0.00017949,0.99982,Existing Customer,82213.0,6851.083333333333,30.94401128775255,Low Risk,691.0,0,0,,0.0,No,0,691.0,Baa,good,good,474.0
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516.0,2113,32403.0,0.618,1362.0,31.0,1.214,0.061,0.00013228,0.99987,Existing Customer,87591.0,7299.25,28.94817960749392,Low Risk,714.0,0,0,,0.0,No,0,714.0,A,good,good,472.6
780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516.0,2109,32407.0,0.703,6832.0,87.0,0.706,0.061,0.00016883,0.99983,Existing Customer,95398.0,7949.833333333333,26.52885804733852,Low Risk,795.0,0,0,,0.0,No,0,795.0,Aa,good,good,471.8
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0,2102,32414.0,0.912,1612.0,33.0,0.737,0.061,0.00030653,0.99969,Existing Customer,105535.0,8794.583333333334,23.90107547259203,Low Risk,502.0,0,0,,0.0,No,0,502.0,Caa,good,good,470.40000000000003
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,4,34516.0,2099,32417.0,0.629,1233.0,26.0,0.857,0.061,0.00033577,0.99966,Existing Customer,94849.0,7904.083333333333,26.55589410536748,Low Risk,835.0,0,0,,0.0,No,0,835.0,Aaa,good,good,469.8
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516.0,2099,32417.0,0.449,1756.0,35.0,0.25,0.061,0.0003506,0.99965,Existing Customer,128965.0,10747.083333333334,19.53088047144574,Low Risk,789.0,0,0,,0.0,No,0,789.0,Aa,good,good,469.8
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093.0,66.0,0.784,0.061,0.00032434,0.99968,Existing Customer,160487.0,13373.916666666666,15.687251926947354,Low Risk,541.0,0,0,,0.0,No,0,541.0,Caa,good,good,469.6
717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516.0,2098,32418.0,0.746,6932.0,87.0,0.526,0.061,4.88e-05,0.99995,Existing Customer,80088.0,6674.0,31.435421036859456,Low Risk,816.0,1,3,2024-05-31 22:37:53.621178,15112.26,No,0,816.0,Aaa,good,good,469.6
719658858,Existing Customer,50,F,4,Doctorate,Married,Unknown,Silver,36,3,2,1,34516.0,2096,32420.0,0.666,7042.0,73.0,0.553,0.061,9.41e-05,0.99991,Existing Customer,,,,High Risk,713.0,1,2,2025-01-18 22:37:53.621214,11790.81,No,0,713.0,A,good,good,469.20000000000005
717370533,Existing Customer,40,M,3,Post-Graduate,Single,$120K +,Blue,26,1,2,1,34516.0,2088,32428.0,0.627,6453.0,89.0,0.589,0.06,8.38e-05,0.99992,Existing Customer,193305.0,16108.75,12.96189958873283,Low Risk,484.0,0,0,,0.0,No,0,484.0,Ca,good,good,467.6
779685558,Existing Customer,53,M,5,Graduate,Single,$120K +,Gold,36,2,4,1,34516.0,2088,32428.0,0.822,15290.0,123.0,0.732,0.06,0.00015593,0.99984,Existing Customer,170796.0,14233.0,14.670132789995083,Low Risk,655.0,0,0,,0.0,No,0,655.0,Baa,good,good,467.6
