CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,Income_Category_Inferred,Income_Category_Complete,Risk_Level
721243083,Attrited Customer,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187.0,40.0,0.6,0.07,0.99819,0.00181217,Involuntary,110006.0,9167.166666666666,26.267658127738493,Low Risk,398.0,0,0,,0.0,No,0,398.0,C,good,good,>$120K,$80K - $120K,Low Risk
712407033,Existing Customer,26,F,0,Uneducated,Unknown,,Silver,13,1,2,3,34516.0,2403,32113.0,0.623,4174.0,59.0,0.735,0.07,0.00015262,0.99985,,,,,High Risk,759.0,0,0,,0.0,No,0,759.0,Aa,good,good,>$120K,>$120K,High Risk
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,6,2,4,34516.0,2398,32118.0,0.917,4976.0,88.0,0.692,0.069,0.00029507,0.9997,,190650.0,15887.5,15.093627065302911,Low Risk,613.0,0,0,,0.0,No,0,613.0,Ba,good,good,>$120K,$120K +,Low Risk
718851783,Existing Customer,49,M,1,High School,Married,$80K - $120K,Silver,37,4,3,2,34516.0,2386,32130.0,0.698,3924.0,65.0,0.512,0.069,0.0001483,0.99985,,114660.0,9555.0,24.971219256933544,Low Risk,321.0,0,0,,0.0,No,0,321.0,C,good,good,>$120K,$80K - $120K,Low Risk
811793433,Existing Customer,50,F,3,Graduate,Divorced,,Silver,45,2,1,2,34516.0,2381,32135.0,0.748,15071.0,103.0,0.717,0.069,5.16e-05,0.99995,,,,,High Risk,552.0,1,5,2024-06-14 15:46:09.445063,2193.99,No,0,552.0,B,good,good,>$120K,>$120K,High Risk
709912683,Existing Customer,53,F,4,Graduate,Single,,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390.0,77.0,0.604,0.069,6.65e-05,0.99993,,,,,High Risk,774.0,0,0,,0.0,No,0,774.0,Aa,good,good,>$120K,>$120K,High Risk
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853.0,36.0,0.385,0.068,0.9933,0.0067,Involuntary,113673.0,9472.75,24.924124462273365,Low Risk,541.0,0,0,,0.0,No,0,541.0,Caa,bad,bad,>$120K,$80K - $120K,Low Risk
709066983,Existing Customer,50,M,4,High School,Married,$120K +,Blue,41,2,2,2,34516.0,2353,32163.0,0.667,15214.0,129.0,0.675,0.068,0.00011604,0.99988,,198784.0,16565.333333333332,14.204362524146813,Low Risk,358.0,0,0,,0.0,No,0,358.0,C,good,good,>$120K,$120K +,Low Risk
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35,5,1,2,34516.0,2332,32184.0,0.8,4587.0,82.0,0.745,0.068,4.15e-05,0.99996,,145975.0,12164.583333333334,19.17040589141976,Low Risk,810.0,0,0,,0.0,No,0,810.0,Aaa,good,good,>$120K,$120K +,Low Risk
720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516.0,2330,32186.0,0.693,7635.0,75.0,0.667,0.068,3.83e-05,0.99996,,83485.0,6957.083333333333,33.49104629574175,Low Risk,775.0,0,0,,0.0,No,0,775.0,Aa,good,good,>$120K,$80K - $120K,Low Risk
713671158,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,2,3,1,34516.0,2328,32188.0,0.855,15754.0,121.0,0.729,0.067,0.00011153,0.99989,,141151.0,11762.583333333334,19.791570729219064,Low Risk,489.0,0,0,,0.0,No,0,489.0,Ca,good,good,>$120K,$120K +,Low Risk
714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927.0,68.0,0.7,0.067,0.00069441,0.99931,,67411.0,5617.583333333333,41.24549405883313,Medium Risk,543.0,1,3,2022-05-16 15:46:09.445093,11271.3,No,0,543.0,Caa,good,good,>$120K,$60K - $80K,Medium Risk
716864733,Existing Customer,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,32201.0,0.599,1805.0,46.0,0.704,0.067,0.00027576,0.99972,,157721.0,13143.416666666666,17.613380589775616,Low Risk,804.0,1,1,2025-02-24 15:46:09.445119,7246.85,No,0,804.0,Aaa,good,good,>$120K,$120K +,Low Risk
788890533,Existing Customer,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756.0,106.0,0.71,0.067,0.00013883,0.99986,,84217.0,7018.083333333333,32.84372513862997,Low Risk,430.0,0,0,,0.0,No,0,430.0,Ca,good,good,>$120K,$80K - $120K,Low Risk
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461.0,43.0,0.536,0.067,0.99788,0.0021218,Voluntary,129099.0,10758.25,21.351056166198035,Low Risk,762.0,1,3,2022-01-23 15:46:09.445153,1052.86,No,0,762.0,Aa,good,good,>$120K,$120K +,Low Risk
751166508,Existing Customer,57,M,3,Post-Graduate,Single,$80K - $120K,Blue,50,3,1,1,34516.0,2293,32223.0,0.799,14287.0,114.0,0.754,0.066,4.06e-05,0.99996,,84543.0,7045.25,32.546751357297474,Low Risk,784.0,1,3,2024-11-27 15:46:09.445186,9489.0,No,0,784.0,Aa,good,good,>$120K,$80K - $120K,Low Risk
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,0.876,8045.0,71.0,0.868,0.066,0.99639,0.00361254,Involuntary,94966.0,7913.833333333333,28.961944274793083,Low Risk,457.0,1,1,2025-05-05 15:46:09.445209,11626.42,Yes,1,307.0,C,bad,bad,>$120K,$80K - $120K,Low Risk
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516.0,2276,32240.0,0.767,7485.0,90.0,0.552,0.066,7.01e-05,0.99993,,73545.0,6128.75,37.13644707322048,Medium Risk,320.0,0,0,,0.0,No,0,320.0,C,good,good,>$120K,$60K - $80K,Medium Risk
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516.0,2274,32242.0,0.788,1795.0,47.0,0.679,0.066,0.00030842,0.99969,,190676.0,15889.666666666666,14.311187564245106,Low Risk,466.0,0,0,,0.0,No,0,466.0,Ca,good,good,>$120K,$120K +,Low Risk
826451433,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Silver,38,2,1,3,34516.0,2273,32243.0,0.86,8502.0,103.0,0.717,0.066,8.78e-05,0.99991,,114284.0,9523.666666666666,23.866858002870046,Low Risk,573.0,0,0,,0.0,No,0,573.0,B,good,good,>$120K,$80K - $120K,Low Risk
810347208,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330.0,31.0,0.722,0.066,0.00012303,0.99988,,143971.0,11997.583333333334,18.870466969042376,Low Risk,687.0,1,1,2023-03-27 15:46:09.445232,5329.25,No,0,687.0,Baa,good,good,>$120K,$120K +,Low Risk
712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516.0,2253,32263.0,0.853,7836.0,93.0,0.603,0.065,6.69e-05,0.99993,,88199.0,7349.916666666667,30.6534087688069,Low Risk,615.0,0,0,,0.0,No,0,615.0,Ba,good,good,>$120K,$80K - $120K,Low Risk
715601808,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,41,4,2,3,34516.0,2253,32263.0,1.032,16692.0,131.0,0.795,0.065,0.00019864,0.9998,,136719.0,11393.25,19.77486669738661,Low Risk,313.0,0,0,,0.0,No,0,313.0,C,good,good,>$120K,$120K +,Low Risk
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516.0,2213,32303.0,0.584,4492.0,71.0,0.821,0.064,0.00020424,0.9998,,193111.0,16092.583333333334,13.751676496936993,Low Risk,541.0,0,0,,0.0,No,0,541.0,Caa,good,good,>$120K,$120K +,Low Risk
714465558,Existing Customer,41,M,4,Unknown,Married,$120K +,Silver,36,3,1,4,34516.0,2205,32311.0,0.897,15033.0,98.0,0.922,0.064,0.00016461,0.99984,,171153.0,14262.75,15.45985171162644,Low Risk,645.0,1,5,2020-10-26 15:46:09.445249,15427.48,Yes,1,495.0,Ca,bad,bad,>$120K,$120K +,Low Risk
713475633,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,34516.0,2203,32313.0,0.728,14204.0,96.0,0.92,0.064,0.00031018,0.99969,,169487.0,14123.916666666666,15.597656457427414,Low Risk,639.0,0,0,,0.0,No,0,639.0,Ba,good,good,>$120K,$120K +,Low Risk
710047533,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,0.978,8614.0,63.0,0.75,0.064,0.99724,0.00275658,Involuntary,83256.0,6938.0,31.723839723263186,Low Risk,397.0,0,0,,0.0,No,0,397.0,C,good,good,>$120K,$80K - $120K,Low Risk
719991783,Existing Customer,40,M,2,High School,Married,$80K - $120K,Silver,36,5,3,0,34516.0,2183,32333.0,0.739,3644.0,67.0,0.634,0.063,5.83e-05,0.99994,,116900.0,9741.666666666666,22.40889649272883,Low Risk,391.0,0,0,,0.0,No,0,391.0,C,good,good,>$120K,$80K - $120K,Low Risk
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234.0,23.0,1.875,0.063,0.00026573,0.99973,,87913.0,7326.083333333333,29.71574169917987,Low Risk,666.0,0,0,,0.0,No,0,666.0,Baa,good,good,>$120K,$80K - $120K,Low Risk
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,2174,32342.0,0.426,1616.0,50.0,0.515,0.063,3.32e-05,0.99997,,192454.0,16037.833333333334,13.555447015910293,Low Risk,754.0,0,0,,0.0,No,0,754.0,Aa,good,good,>$120K,$120K +,Low Risk
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,2165,32351.0,0.837,1672.0,32.0,0.524,0.063,0.00018494,0.99982,,88475.0,7372.916666666667,29.364227182820002,Low Risk,727.0,1,4,2023-07-05 15:46:09.445264,7735.45,No,0,727.0,A,good,good,>$120K,$80K - $120K,Low Risk
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +,Blue,49,2,2,2,34516.0,2156,32360.0,0.698,8766.0,78.0,0.814,0.062,9.5e-05,0.99991,,181220.0,15101.666666666666,14.276569915020417,Low Risk,808.0,0,0,,0.0,No,0,808.0,Aaa,good,good,>$120K,$120K +,Low Risk
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,3,3,34516.0,2136,32380.0,0.849,14667.0,119.0,0.75,0.062,0.00028105,0.99972,,105641.0,8803.416666666666,24.26330686002594,Low Risk,334.0,0,0,,0.0,Yes,1,300.0,C,bad,bad,>$120K,$80K - $120K,Low Risk
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516.0,2135,32381.0,0.488,3514.0,63.0,0.703,0.062,0.00012982,0.99987,,87768.0,7314.0,29.19059338255401,Low Risk,505.0,0,0,,0.0,No,0,505.0,Caa,good,good,>$120K,$80K - $120K,Low Risk
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,3,1,3,34516.0,2129,32387.0,0.587,1463.0,38.0,0.583,0.062,9.61e-05,0.9999,,163852.0,13654.333333333334,15.592119717794105,Low Risk,380.0,0,0,,0.0,No,0,380.0,C,good,good,>$120K,$120K +,Low Risk
817908783,Existing Customer,44,M,3,Unknown,Single,$120K +,Silver,39,2,3,1,34516.0,2123,32393.0,0.801,14242.0,107.0,0.551,0.062,0.0001118,0.99989,,137488.0,11457.333333333334,18.529617130222274,Low Risk,687.0,0,0,,0.0,No,0,687.0,Baa,good,good,>$120K,$120K +,Low Risk
789289383,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516.0,2120,32396.0,0.9,14626.0,97.0,0.644,0.061,0.00017949,0.99982,,88285.0,7357.083333333333,28.815767117856943,Low Risk,301.0,0,0,,0.0,No,0,301.0,C,good,good,>$120K,$80K - $120K,Low Risk
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516.0,2113,32403.0,0.618,1362.0,31.0,1.214,0.061,0.00013228,0.99987,,90565.0,7547.083333333333,27.99757080549881,Low Risk,689.0,0,0,,0.0,No,0,689.0,Baa,good,good,>$120K,$80K - $120K,Low Risk
780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516.0,2109,32407.0,0.703,6832.0,87.0,0.706,0.061,0.00016883,0.99983,,119467.0,9955.583333333334,21.184092678312837,Low Risk,405.0,0,0,,0.0,No,0,405.0,Ca,good,good,>$120K,$80K - $120K,Low Risk
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0,2102,32414.0,0.912,1612.0,33.0,0.737,0.061,0.00030653,0.99969,,102419.0,8534.916666666666,24.62824280651051,Low Risk,776.0,0,0,,0.0,No,0,776.0,Aa,good,good,>$120K,$80K - $120K,Low Risk
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,4,34516.0,2099,32417.0,0.629,1233.0,26.0,0.857,0.061,0.00033577,0.99966,,95584.0,7965.333333333333,26.351690659524607,Low Risk,701.0,0,0,,0.0,No,0,701.0,A,good,good,>$120K,$80K - $120K,Low Risk
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516.0,2099,32417.0,0.449,1756.0,35.0,0.25,0.061,0.0003506,0.99965,,161441.0,13453.416666666666,15.601984625962425,Low Risk,461.0,0,0,,0.0,No,0,461.0,Ca,good,good,>$120K,$120K +,Low Risk
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093.0,66.0,0.784,0.061,0.00032434,0.99968,,188295.0,15691.25,13.370509041663347,Low Risk,501.0,0,0,,0.0,No,0,501.0,Caa,good,good,>$120K,$120K +,Low Risk
717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516.0,2098,32418.0,0.746,6932.0,87.0,0.526,0.061,4.88e-05,0.99995,,87572.0,7297.666666666667,28.74891517836751,Low Risk,569.0,1,3,2024-05-29 15:46:09.445279,15112.26,No,0,569.0,B,good,good,>$120K,$80K - $120K,Low Risk
719658858,Existing Customer,50,F,4,Doctorate,Married,,Silver,36,3,2,1,34516.0,2096,32420.0,0.666,7042.0,73.0,0.553,0.061,9.41e-05,0.99991,,,,,High Risk,570.0,1,2,2025-01-16 15:46:09.445294,11790.81,No,0,570.0,B,good,good,>$120K,>$120K,High Risk
